,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
508,35,No,Travel_Rarely,Research & Development,6,Masters,Life Sciences,1,691,Medium,Male,Low,Junior,Research Scientist,Very High,Single,6646,1,No,13,Excellent,Medium,0,17,3,Better,17,11,11,8
509,33,No,Travel_Frequently,Research & Development,6,Bachelors,Life Sciences,1,692,High,Male,High,Junior,Healthcare Representative,Very High,Divorced,7725,3,No,23,Outstanding,High,1,15,2,Bad,13,11,4,7
510,54,No,Travel_Rarely,Human Resources,19,Masters,Medical,1,698,High,Male,High,Senior,Human Resources,Medium,Married,10725,2,No,15,Excellent,High,1,16,1,Best,9,7,7,1
511,36,No,Travel_Rarely,Research & Development,9,College,Medical,1,699,Medium,Male,Medium,Junior,Manufacturing Director,Medium,Divorced,8847,2,Yes,11,Excellent,High,1,13,2,Better,3,2,0,2
512,27,No,Travel_Rarely,Research & Development,3,Masters,Medical,1,700,Low,Male,Medium,Entry Level,Research Scientist,Very High,Single,2045,0,No,13,Excellent,Very High,0,5,0,Better,4,2,1,1
513,20,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,1,701,Very High,Male,High,Entry Level,Research Scientist,High,Single,1009,1,Yes,11,Excellent,Very High,0,1,5,Better,1,0,1,1
514,33,Yes,Travel_Frequently,Research & Development,3,Bachelors,Life Sciences,1,702,Low,Male,High,Entry Level,Research Scientist,Low,Single,3348,1,Yes,11,Excellent,Low,0,10,3,Better,10,8,9,7
515,35,No,Non-Travel,Research & Development,3,Bachelors,Life Sciences,1,704,High,Male,Medium,Entry Level,Laboratory Technician,High,Married,1281,1,No,18,Excellent,High,2,1,3,Better,1,0,0,0
516,23,No,Travel_Rarely,Research & Development,4,Bachelors,Medical,1,705,Low,Male,Very High,Entry Level,Research Scientist,Low,Married,2819,2,No,16,Excellent,Low,1,5,3,Best,3,2,0,2
517,25,No,Travel_Rarely,Sales,8,Bachelors,Life Sciences,1,707,Very High,Male,Very High,Junior,Sales Executive,Medium,Married,4851,0,No,22,Outstanding,High,1,4,4,Better,3,2,1,2
518,38,No,Travel_Rarely,Sales,7,Masters,Marketing,1,709,Very High,Female,Medium,Junior,Sales Executive,Very High,Single,4028,0,No,20,Outstanding,Low,0,8,2,Better,7,7,0,5
519,29,No,Travel_Frequently,Research & Development,1,Masters,Life Sciences,1,710,Medium,Male,Low,Entry Level,Research Scientist,Very High,Divorced,2720,1,No,18,Excellent,Very High,1,10,5,Better,10,7,2,8
520,48,No,Travel_Rarely,Sales,2,Below College,Marketing,1,712,Medium,Male,Very High,Junior,Sales Executive,Medium,Married,8120,3,No,12,Excellent,Very High,0,12,3,Better,2,2,2,2
521,27,No,Travel_Frequently,Sales,3,Below College,Medical,1,714,Very High,Female,Very High,Junior,Sales Executive,Very High,Divorced,4647,1,Yes,20,Outstanding,Medium,2,6,3,Better,6,5,0,4
522,37,No,Travel_Rarely,Research & Development,10,College,Life Sciences,1,715,Very High,Male,Very High,Entry Level,Research Scientist,Very High,Single,4680,3,No,17,Excellent,Low,0,4,2,Better,1,0,0,0
523,50,No,Travel_Rarely,Research & Development,28,Below College,Medical,1,716,Very High,Male,Very High,Entry Level,Laboratory Technician,High,Married,3221,1,Yes,11,Excellent,High,3,20,3,Better,20,8,3,8
524,34,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,1,717,Very High,Female,Medium,Senior,Healthcare Representative,Medium,Single,8621,1,No,14,Excellent,Medium,0,9,3,Best,8,7,7,7
525,24,Yes,Travel_Rarely,Sales,3,College,Life Sciences,1,720,Low,Female,High,Junior,Sales Executive,High,Single,4577,9,No,14,Excellent,Low,0,4,3,Better,2,2,2,0
526,39,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,1,721,Very High,Female,Medium,Junior,Healthcare Representative,High,Single,4553,1,No,11,Excellent,Low,0,20,4,Better,20,7,11,10
527,32,No,Travel_Rarely,Sales,10,Bachelors,Marketing,1,722,Very High,Male,High,Junior,Sales Executive,Very High,Single,5396,1,No,12,Excellent,Very High,0,10,2,Good,10,7,0,8
528,50,Yes,Travel_Frequently,Sales,8,College,Technical Degree,1,723,Medium,Male,High,Junior,Sales Executive,High,Married,6796,3,Yes,14,Excellent,Low,1,18,4,Better,4,3,1,3
529,38,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,724,Medium,Female,Very High,Junior,Healthcare Representative,Very High,Single,7625,0,No,13,Excellent,High,0,10,4,Good,9,7,1,8
530,27,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,725,High,Female,High,Senior,Manufacturing Director,Low,Married,7412,1,No,11,Excellent,Very High,0,9,3,Better,9,7,0,7
531,32,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1,727,High,Female,High,Senior,Research Director,Very High,Single,11159,3,No,15,Excellent,Very High,0,10,6,Better,7,7,7,7
532,47,No,Travel_Rarely,Sales,14,Masters,Marketing,1,728,Very High,Male,High,Junior,Sales Executive,Low,Single,4960,2,No,12,Excellent,Very High,0,20,2,Better,7,7,1,7
533,40,No,Travel_Frequently,Sales,5,Masters,Life Sciences,1,729,Very High,Male,Medium,Senior,Sales Executive,Low,Married,10475,5,Yes,21,Outstanding,High,1,20,2,Better,18,13,1,12
534,53,No,Travel_Rarely,Research & Development,7,Bachelors,Life Sciences,1,730,High,Male,Very High,Manager,Research Director,High,Married,14814,3,No,19,Excellent,High,0,32,3,Better,5,1,1,3
535,41,No,Travel_Rarely,Human Resources,10,Masters,Human Resources,1,731,Medium,Male,Medium,Executive,Manager,Very High,Divorced,19141,3,No,15,Excellent,Medium,3,23,2,Good,21,6,12,6
536,60,No,Travel_Rarely,Sales,16,Masters,Marketing,1,732,Low,Male,High,Junior,Sales Executive,Low,Single,5405,8,No,14,Excellent,Very High,0,10,1,Better,2,2,2,2
537,27,No,Travel_Frequently,Research & Development,10,College,Life Sciences,1,733,Very High,Male,High,Senior,Manufacturing Director,Low,Divorced,8793,1,No,21,Outstanding,High,2,9,4,Good,9,7,1,7
538,41,No,Travel_Rarely,Human Resources,1,Bachelors,Human Resources,1,734,Very High,Male,Medium,Executive,Manager,High,Married,19189,1,No,12,Excellent,Medium,1,22,3,Better,22,7,2,10
539,50,No,Travel_Rarely,Sales,8,Masters,Marketing,1,738,Very High,Male,High,Entry Level,Sales Representative,Medium,Married,3875,7,No,15,Excellent,Very High,1,4,2,Better,2,2,2,2
540,28,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,1,741,Low,Female,Low,Entry Level,Research Scientist,Medium,Single,2216,7,Yes,13,Excellent,Very High,0,10,4,Better,7,7,3,7
541,36,No,Non-Travel,Research & Development,8,Bachelors,Life Sciences,1,742,Low,Female,Very High,Senior,Research Director,Low,Married,11713,9,No,14,Excellent,Low,1,10,2,Better,8,7,0,5
542,38,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1,743,High,Female,High,Senior,Manufacturing Director,High,Single,7861,4,Yes,14,Excellent,Very High,0,10,4,Best,1,0,0,0
543,44,No,Non-Travel,Research & Development,24,Bachelors,Medical,1,744,Low,Male,Low,Entry Level,Laboratory Technician,High,Single,3708,2,No,14,Excellent,High,0,9,5,Better,5,2,1,4
544,47,No,Travel_Frequently,Sales,3,Bachelors,Medical,1,746,Very High,Female,High,Manager,Sales Executive,High,Divorced,13770,9,Yes,12,Excellent,Very High,2,28,2,Good,22,2,11,13
545,30,No,Travel_Rarely,Sales,27,Phd,Marketing,1,747,High,Male,High,Junior,Sales Executive,Very High,Divorced,5304,7,No,23,Outstanding,Very High,1,10,2,Good,8,7,7,7
546,29,No,Travel_Rarely,Sales,10,Bachelors,Life Sciences,1,749,High,Male,High,Entry Level,Sales Representative,High,Single,2642,1,No,11,Excellent,High,0,1,6,Better,1,0,0,0
547,42,Yes,Travel_Frequently,Research & Development,19,Bachelors,Medical,1,752,High,Male,Very High,Entry Level,Research Scientist,High,Divorced,2759,6,Yes,12,Excellent,Very High,0,7,2,Better,2,2,2,2
548,43,No,Travel_Frequently,Sales,15,Bachelors,Life Sciences,1,754,Very High,Male,Medium,Junior,Sales Executive,Very High,Married,6804,3,No,18,Excellent,High,1,7,5,Better,2,2,2,2
549,34,No,Travel_Rarely,Research & Development,8,College,Medical,1,757,Medium,Female,High,Junior,Healthcare Representative,High,Single,6142,3,No,11,Excellent,Very High,0,10,2,Better,5,1,4,3
550,23,No,Travel_Rarely,Research & Development,9,Below College,Medical,1,758,Medium,Male,High,Entry Level,Laboratory Technician,Low,Married,2500,1,No,14,Excellent,Very High,1,5,2,Best,4,3,0,2
551,39,No,Travel_Rarely,Human Resources,3,Bachelors,Human Resources,1,760,High,Female,Very High,Junior,Human Resources,Medium,Married,6389,9,No,15,Excellent,High,1,12,3,Bad,8,3,3,6
552,56,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,1,762,High,Male,High,Manager,Healthcare Representative,Very High,Married,11103,7,No,11,Excellent,High,0,30,1,Good,10,7,1,1
553,40,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,763,Very High,Female,Medium,Entry Level,Research Scientist,Very High,Single,2342,0,Yes,20,Outstanding,Very High,0,5,2,Good,4,2,2,3
554,27,No,Travel_Rarely,Research & Development,7,Bachelors,Medical,1,764,Very High,Female,Medium,Junior,Healthcare Representative,Low,Single,6811,8,No,19,Excellent,Low,0,9,2,Bad,7,6,0,7
555,29,No,Travel_Rarely,Sales,10,Bachelors,Marketing,1,766,Very High,Male,High,Entry Level,Sales Representative,Medium,Divorced,2297,1,No,14,Excellent,Very High,2,2,2,Better,2,2,2,2
556,53,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,1,769,Very High,Male,High,Junior,Laboratory Technician,Very High,Single,2450,2,No,17,Excellent,Very High,0,19,4,Better,2,2,2,2
557,35,No,Non-Travel,Research & Development,2,Masters,Life Sciences,1,771,Very High,Female,High,Junior,Healthcare Representative,Low,Divorced,5093,2,No,11,Excellent,Low,1,16,2,Best,1,0,0,0
558,32,No,Travel_Frequently,Research & Development,24,Masters,Life Sciences,1,772,Low,Male,High,Junior,Laboratory Technician,Very High,Married,5309,1,No,15,Excellent,Very High,2,10,2,Better,10,8,4,7
559,38,No,Travel_Rarely,Research & Development,2,Phd,Medical,1,773,Very High,Male,High,Entry Level,Research Scientist,High,Married,3057,6,Yes,13,Excellent,Medium,1,6,0,Bad,1,0,0,1
560,34,No,Travel_Rarely,Research & Development,8,Phd,Life Sciences,1,775,Medium,Female,High,Junior,Manufacturing Director,Low,Divorced,5121,3,No,14,Excellent,High,1,7,3,Better,0,0,0,0
561,52,No,Travel_Rarely,Sales,3,Masters,Marketing,1,776,High,Male,Medium,Manager,Manager,Low,Married,16856,1,No,11,Excellent,Low,0,34,3,Best,34,6,1,16
562,33,Yes,Travel_Rarely,Research & Development,1,Masters,Other,1,780,Very High,Male,High,Entry Level,Research Scientist,Very High,Single,2686,1,Yes,13,Excellent,High,0,10,2,Good,10,9,7,8
563,25,No,Travel_Rarely,Sales,26,Below College,Medical,1,781,High,Female,High,Junior,Sales Executive,Very High,Single,6180,1,No,23,Outstanding,Medium,0,6,5,Good,6,5,1,4
564,45,No,Travel_Rarely,Sales,2,College,Technical Degree,1,783,Medium,Male,Low,Junior,Sales Representative,High,Single,6632,0,No,13,Excellent,Low,0,9,3,Better,8,7,3,1
565,23,No,Travel_Rarely,Research & Development,10,Below College,Medical,1,784,Low,Male,Very High,Entry Level,Research Scientist,High,Single,3505,1,No,18,Excellent,Very High,0,2,3,Better,2,2,0,2
566,47,Yes,Travel_Frequently,Sales,27,College,Life Sciences,1,785,Medium,Female,Very High,Junior,Sales Executive,High,Single,6397,4,Yes,12,Excellent,Very High,0,8,2,Better,5,4,1,3
567,34,No,Travel_Rarely,Sales,2,Bachelors,Other,1,786,Very High,Male,High,Junior,Sales Executive,Very High,Single,6274,1,No,22,Outstanding,High,0,6,5,Better,6,5,1,4
568,55,Yes,Travel_Rarely,Research & Development,2,Bachelors,Medical,1,787,Very High,Male,High,Executive,Manager,Low,Married,19859,5,Yes,13,Excellent,Very High,1,24,2,Better,5,2,1,4
569,36,No,Non-Travel,Sales,8,Masters,Life Sciences,1,789,Low,Male,Medium,Senior,Sales Executive,Low,Single,7587,1,No,15,Excellent,Medium,0,10,1,Better,10,7,0,9
570,52,No,Non-Travel,Research & Development,19,Masters,Medical,1,791,Very High,Male,High,Entry Level,Research Scientist,Very High,Married,4258,0,No,18,Excellent,Low,1,5,3,Better,4,3,1,2
571,26,No,Travel_Frequently,Research & Development,1,College,Life Sciences,1,792,Low,Female,Low,Entry Level,Laboratory Technician,Very High,Divorced,4364,3,No,14,Excellent,Low,1,5,2,Better,2,2,2,0
572,29,No,Travel_Rarely,Research & Development,27,Bachelors,Medical,1,793,Medium,Female,High,Junior,Healthcare Representative,High,Married,4335,4,No,12,Excellent,Low,1,11,3,Good,8,7,1,1
573,26,Yes,Travel_Rarely,Sales,8,Bachelors,Technical Degree,1,796,Very High,Male,Medium,Junior,Sales Executive,Low,Single,5326,6,No,17,Excellent,High,0,6,2,Good,4,3,1,2
574,34,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,797,Medium,Female,Very High,Entry Level,Research Scientist,Very High,Single,3280,2,No,16,Excellent,High,0,10,2,Better,4,2,1,3
575,54,No,Travel_Rarely,Research & Development,19,Masters,Medical,1,799,Very High,Female,High,Junior,Manufacturing Director,Low,Divorced,5485,9,Yes,11,Excellent,Medium,2,9,4,Better,5,3,1,4
576,27,No,Travel_Frequently,Sales,8,Below College,Marketing,1,800,High,Male,High,Junior,Sales Executive,Very High,Married,4342,0,No,19,Excellent,Medium,1,5,3,Better,4,2,1,1
577,37,No,Travel_Rarely,Research & Development,10,Below College,Life Sciences,1,802,Very High,Female,High,Entry Level,Research Scientist,Low,Divorced,2782,0,Yes,13,Excellent,Medium,2,6,3,Good,5,3,4,3
578,38,No,Travel_Frequently,Research & Development,2,Masters,Life Sciences,1,803,Low,Female,Very High,Junior,Manufacturing Director,Low,Single,5980,6,Yes,12,Excellent,Very High,0,17,2,Better,15,7,4,12
579,34,No,Travel_Rarely,Research & Development,2,Masters,Medical,1,804,High,Female,Medium,Entry Level,Research Scientist,Low,Single,4381,1,No,11,Excellent,High,0,6,3,Better,6,5,1,3
580,35,No,Travel_Rarely,Sales,8,Masters,Life Sciences,1,805,Low,Female,High,Entry Level,Sales Representative,Very High,Married,2572,1,No,16,Excellent,Medium,1,3,1,Good,3,2,0,2
581,30,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1,806,Very High,Male,Low,Entry Level,Laboratory Technician,High,Married,3833,3,No,21,Outstanding,High,2,7,2,Better,2,2,0,2
582,40,No,Travel_Frequently,Research & Development,2,College,Medical,1,807,High,Female,Very High,Junior,Healthcare Representative,Medium,Married,4244,1,No,24,Outstanding,Very High,1,8,2,Better,8,7,3,7
583,34,No,Travel_Rarely,Sales,8,College,Life Sciences,1,808,High,Female,High,Junior,Sales Executive,Low,Married,6500,5,No,17,Excellent,Medium,1,6,1,Better,3,2,1,2
584,42,No,Travel_Frequently,Research & Development,8,Bachelors,Life Sciences,1,809,Medium,Male,High,Executive,Manager,Very High,Divorced,18430,1,No,13,Excellent,Medium,1,24,4,Good,24,7,14,9
585,23,Yes,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,1,811,High,Male,Very High,Entry Level,Laboratory Technician,Low,Married,1601,1,Yes,21,Outstanding,High,2,1,2,Better,0,0,0,0
586,24,No,Non-Travel,Research & Development,9,Bachelors,Life Sciences,1,812,High,Male,Medium,Entry Level,Laboratory Technician,Medium,Divorced,2694,1,No,11,Excellent,High,3,1,4,Better,1,0,0,0
587,52,No,Travel_Rarely,Research & Development,11,Masters,Life Sciences,1,813,Very High,Female,High,Junior,Laboratory Technician,High,Married,3149,8,No,20,Outstanding,Medium,1,9,3,Better,5,2,1,4
588,50,No,Travel_Rarely,Research & Development,2,Bachelors,Medical,1,815,High,Male,High,Manager,Research Director,High,Married,17639,5,No,16,Excellent,Very High,0,30,3,Better,4,3,0,3
589,29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,1,816,Medium,Female,Medium,Entry Level,Laboratory Technician,Low,Married,2319,1,Yes,11,Excellent,Very High,1,1,1,Better,1,0,0,0
590,33,No,Travel_Rarely,Research & Development,7,Bachelors,Medical,1,817,High,Male,High,Senior,Research Director,High,Married,11691,0,No,11,Excellent,Very High,0,14,3,Best,13,9,3,7
591,33,Yes,Travel_Rarely,Sales,16,Bachelors,Marketing,1,819,Low,Female,High,Junior,Sales Executive,Low,Single,5324,5,No,15,Excellent,High,0,6,3,Better,3,2,0,2
592,47,No,Travel_Rarely,Research & Development,2,College,Other,1,820,High,Female,High,Manager,Manager,Very High,Married,16752,1,Yes,11,Excellent,High,1,26,3,Good,26,14,3,0
593,36,No,Travel_Rarely,Research & Development,1,Bachelors,Other,1,823,High,Female,High,Junior,Manufacturing Director,Medium,Married,5228,0,No,15,Excellent,Low,1,10,2,Better,9,7,0,5
594,29,No,Travel_Rarely,Research & Development,23,College,Life Sciences,1,824,High,Male,Very High,Entry Level,Research Scientist,High,Married,2700,1,No,24,Outstanding,High,1,10,3,Better,10,7,0,7
595,58,Yes,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1,825,Very High,Male,High,Executive,Research Director,Medium,Single,19246,7,Yes,12,Excellent,Very High,0,40,2,Better,31,15,13,8
596,35,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1,826,Very High,Female,Very High,Entry Level,Research Scientist,High,Single,2506,3,No,13,Excellent,High,0,7,0,Better,2,2,2,2
597,42,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,827,Very High,Female,Medium,Junior,Manufacturing Director,Very High,Married,6062,9,Yes,13,Excellent,Very High,1,8,4,Better,4,3,0,2
598,28,Yes,Travel_Rarely,Research & Development,2,Masters,Medical,1,828,High,Male,High,Entry Level,Research Scientist,High,Single,4382,6,No,17,Excellent,Very High,0,5,3,Good,2,2,2,1
599,36,No,Travel_Rarely,Human Resources,13,Bachelors,Human Resources,1,829,High,Male,High,Entry Level,Human Resources,Medium,Married,2143,4,No,13,Excellent,Medium,1,8,2,Better,5,2,0,4
600,32,No,Travel_Rarely,Research & Development,4,Bachelors,Life Sciences,1,830,High,Female,Medium,Junior,Manufacturing Director,High,Married,6162,1,No,12,Excellent,High,1,14,3,Better,14,13,6,8
601,40,No,Travel_Frequently,Research & Development,16,Masters,Medical,1,832,Low,Male,Medium,Junior,Laboratory Technician,High,Single,5094,6,No,14,Excellent,Very High,0,10,6,Better,1,0,0,0
602,30,No,Travel_Rarely,Research & Development,2,Bachelors,Medical,1,833,High,Female,Medium,Junior,Manufacturing Director,Very High,Single,6877,5,Yes,24,Outstanding,Medium,0,12,4,Good,0,0,0,0
603,45,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,834,Medium,Female,Medium,Entry Level,Research Scientist,High,Single,2274,1,No,14,Excellent,Very High,0,1,3,Better,1,0,0,0
604,42,No,Travel_Rarely,Research & Development,29,Bachelors,Life Sciences,1,836,Medium,Male,High,Junior,Manufacturing Director,Medium,Married,4434,1,No,13,Excellent,Very High,1,10,3,Good,9,8,7,8
605,38,No,Travel_Frequently,Research & Development,12,Bachelors,Life Sciences,1,837,Low,Male,Medium,Junior,Healthcare Representative,Low,Divorced,6288,2,No,15,Excellent,High,1,13,3,Good,4,3,1,2
606,34,No,Travel_Frequently,Research & Development,16,Masters,Life Sciences,1,838,High,Female,Medium,Entry Level,Research Scientist,Very High,Single,2553,1,No,16,Excellent,High,0,6,3,Better,5,2,1,3
607,49,Yes,Travel_Rarely,Sales,11,Bachelors,Marketing,1,840,High,Female,High,Senior,Sales Executive,Very High,Married,7654,1,No,18,Excellent,Low,2,9,3,Best,9,8,7,7
608,55,Yes,Travel_Rarely,Sales,2,Below College,Medical,1,842,High,Male,High,Junior,Sales Executive,Very High,Single,5160,4,No,16,Excellent,High,0,12,3,Good,9,7,7,3
609,43,No,Travel_Rarely,Research & Development,14,College,Life Sciences,1,843,Medium,Male,High,Manager,Research Director,Low,Married,17159,6,No,24,Outstanding,High,1,22,3,Better,4,1,1,0
610,27,No,Travel_Rarely,Research & Development,5,Below College,Technical Degree,1,844,High,Male,Medium,Senior,Research Director,Very High,Divorced,12808,1,Yes,16,Excellent,Medium,1,9,3,Better,9,8,0,8
611,35,No,Travel_Rarely,Research & Development,7,Bachelors,Other,1,845,High,Male,High,Senior,Manufacturing Director,High,Single,10221,3,No,21,Outstanding,Medium,0,17,3,Best,8,5,1,6
612,28,No,Travel_Rarely,Sales,2,Masters,Marketing,1,846,Medium,Female,High,Junior,Sales Executive,Medium,Married,4779,1,Yes,20,Outstanding,Low,0,8,2,Better,8,7,7,5
